0.000000000000e+00	-1.019430965143e-01
1.000000000000e-02	-8.987051096149e-01
2.000000000000e-02	-2.406019957893e-01
3.000000000000e-02	-5.126265926002e-01
4.000000000000e-02	-9.940315456534e-01
5.000000000000e-02	7.941176903727e-01
6.000000000000e-02	2.273572713776e+00
7.000000000000e-02	-4.214464153457e-01
8.000000000000e-02	-2.398515356030e+00
9.000000000000e-02	7.344127636170e-02
1.000000000000e-01	3.036120068118e-01
1.100000000000e-01	7.233933467643e-01
1.200000000000e-01	7.861081677220e-01
1.300000000000e-01	2.653677546975e-01
1.400000000000e-01	8.427120117657e-01
1.500000000000e-01	-7.031071224229e-02
1.600000000000e-01	6.808864791597e-01
1.700000000000e-01	-5.123116359919e-01
1.800000000000e-01	-5.948362027319e-01
1.900000000000e-01	3.985465631862e-01
2.000000000000e-01	-3.352226420698e-01
2.100000000000e-01	-3.199278327732e-01
2.200000000000e-01	-3.589809574465e-01
2.300000000000e-01	4.999941494809e-01
2.400000000000e-01	-2.743564213117e-01
2.500000000000e-01	-1.457747654910e+00
2.600000000000e-01	3.116889904453e-02
2.700000000000e-01	5.295533231252e-02
2.800000000000e-01	-4.192679567166e-01
2.900000000000e-01	-6.397753153129e-01
3.000000000000e-01	-1.521962619553e+00
3.100000000000e-01	-1.072696065200e+00
3.200000000000e-01	3.998675027178e-01
3.300000000000e-01	-7.235396829158e-01
3.400000000000e-01	1.823910194340e+00
3.500000000000e-01	-4.161839322110e-01
3.600000000000e-01	-1.823272511795e-02
3.700000000000e-01	1.105058107682e+00
3.800000000000e-01	1.010443014586e-02
3.900000000000e-01	-5.065455489043e-01
4.000000000000e-01	8.458859603793e-01
4.100000000000e-01	-3.853657579889e-01
4.200000000000e-01	-2.381766664721e-01
4.300000000000e-01	8.704763940017e-01
4.400000000000e-01	-1.120227386065e+00
4.500000000000e-01	-8.931479496078e-01
4.600000000000e-01	-2.169841104755e-01
4.700000000000e-01	7.323351853573e-01
4.800000000000e-01	4.851362130355e-01
4.900000000000e-01	9.638549268136e-01
5.000000000000e-01	7.556243314491e-01
5.100000000000e-01	8.018428942864e-01
5.200000000000e-01	-6.372339432925e-01
5.300000000000e-01	6.062718533575e-01
5.400000000000e-01	1.796498976368e-01
5.500000000000e-01	5.150387965358e-01
5.600000000000e-01	5.218663389472e-01
5.700000000000e-01	9.286359337852e-01
5.800000000000e-01	1.894860225460e+00
5.900000000000e-01	6.827996297509e-01
6.000000000000e-01	-1.687298908530e-02
6.100000000000e-01	4.592425594191e-01
6.200000000000e-01	-2.566879277191e-01
6.300000000000e-01	1.831861813185e-02
6.400000000000e-01	7.884728937810e-01
6.500000000000e-01	-4.093856602678e-01
6.600000000000e-01	9.536937123218e-01
6.700000000000e-01	1.469844314902e+00
6.800000000000e-01	-1.691858340147e+00
6.900000000000e-01	9.085662290214e-02
7.000000000000e-01	4.860049766727e-01
7.100000000000e-01	-3.151891586808e-01
7.200000000000e-01	5.943070474916e-01
7.300000000000e-01	-5.415736489290e-01
7.400000000000e-01	2.000933184104e-02
7.500000000000e-01	6.231395179647e-01
7.600000000000e-01	-1.224454772166e+00
7.700000000000e-01	4.803588533424e-01
7.800000000000e-01	-2.283724458562e-01
7.900000000000e-01	4.404983182266e-01
8.000000000000e-01	1.383393424783e+00
8.100000000000e-01	-5.785249388953e-01
8.200000000000e-01	-1.865097441443e+00
8.300000000000e-01	4.620212518661e-01
8.400000000000e-01	-8.604072777524e-01
8.500000000000e-01	5.343331677421e-01
8.600000000000e-01	7.160536896487e-01
8.700000000000e-01	-1.888279072693e+00
8.800000000000e-01	-6.986364664221e-01
8.900000000000e-01	6.626735472168e-01
9.000000000000e-01	1.268390518200e-01
9.100000000000e-01	5.531614149395e-01
